Date,City,BHK_Apartment,Building_Name,Prop_ID,Bedroom_Num,Bathroom_Num,Ownership_Type,Property_Type,Facing,Furnished,Property_Age,Area_SQFT,Price_per_SQFT,Sum of Price_SQFT,Sum of Total_Price
2018-08-20 00:00:00,Mumbai,4 BHK Flat,Rustomjee Acura,F70149906,4,2,Co-operative Society,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-01-11 00:00:00,Mumbai,4 BHK Flat,Sea View Apartment,D68248484,4,2,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-02-06 00:00:00,Mumbai,4 BHK Flat,Shakti Sadan Apartment,V70041920,4,2,Leasehold,Residential Apartment,North-West,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-03-08 00:00:00,Kolkata,4 BHK Flat,Siddha Happyville,D71120720,4,2,Leasehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,1100,,500,550000
2018-04-03 00:00:00,Kolkata,4 BHK Flat,"Surasree,Central Park",Z71340352,4,2,Leasehold,Residential Land,North-East,Unfurnished,5-10 Year Old Property,1100,,500,550000
2019-10-10 00:00:00,Mumbai,5 BHK Flat,Asmita Apartment,D70218630,5,2,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-04-24 00:00:00,Mumbai,5 BHK Flat,Devnor Chs,N30183863,5,2,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-12-14 00:00:00,Kolkata,5 BHK Flat,Dream BR 257,Q70597236,5,2,Freehold,Residential Land,South-East,Unfurnished,10+ Year Old Property,1100,,500,550000
2019-03-02 00:00:00,Mumbai,5 BHK Flat,Millionaire Heritage,W69129110,5,2,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-09-05 00:00:00,Mumbai,5 BHK Flat,Neelkanth Heights,Y69938486,5,2,Co-operative Society,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-03-13 00:00:00,Kolkata,5 BHK Flat,not applicable,H69312178,5,2,Freehold,Residential Land,South,Unfurnished,5-10 Year Old Property,1100,,500,550000
2019-05-09 00:00:00,Mumbai,5 BHK Flat,Omkar Ananta,U70339026,5,2,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-03-05 00:00:00,Kolkata,5 BHK Flat,Urban Residency,A71274914,5,2,Freehold,Residential Land,South,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-03-19 00:00:00,Mumbai,5 BHK Flat,Valley Silp,A68586820,5,2,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-12-01 00:00:00,Kolkata,5 BHK Flat,West Bengal Ruchira Residency,D69212164,5,2,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-02-14 00:00:00,Mumbai,3 BHK Flat,arpit,F70447020,3,3,Co-operative Society,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-11-08 00:00:00,Kolkata,3 BHK Flat,Merlin The One,L70888116,3,3,Leasehold,Residential Land,South-West,Furnished,1-5 Year Old Property,1100,,500,550000
2018-08-23 00:00:00,Kolkata,3 BHK Flat,Merlin The One,Q65897548,3,3,Freehold,Residential Land,South,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-04-14 00:00:00,Hyderabad,3 BHK Flat,Nestaway-269415,O70533822,3,3,Leasehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,1100,,500,550000
2019-05-17 00:00:00,Mumbai,3 BHK Flat,nitin,K70403118,3,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-05-17 00:00:00,Kolkata,3 BHK Flat,On Request,Y71312944,3,3,Freehold,Residential Land,North-West,Unfurnished,5-10 Year Old Property,1100,,500,550000
2017-09-27 00:00:00,Kolkata,3 BHK Flat,On Request,S70090164,3,3,Freehold,Residential Land,South-East,Furnished,10+ Year Old Property,1100,,500,550000
2018-03-21 00:00:00,Kolkata,3 BHK Flat,On Request,L61653290,3,3,Leasehold,Residential Land,North-East,Unfurnished,5-10 Year Old Property,1100,,500,550000
2019-08-27 00:00:00,Mumbai,3 BHK Flat,Rajendra Vihar CHS,F68905854,3,3,Leasehold,Residential Apartment,North-West,Furnished,0-1 Year Old Property,1100,,500,550000
2019-03-01 00:00:00,Mumbai,3 BHK Flat,Shapoorji Pallonji Vicinia,Z70711440,3,3,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2021-11-11 00:00:00,Hyderabad,3 BHK Flat,srinivas,B70119778,3,3,Leasehold,Residential Apartment,East,Semifurnished,5-10 Year Old Property,1100,,500,550000
2017-11-20 00:00:00,Kolkata,4 BHK Flat,Avidipta Housing Complex,J69219654,4,3,Leasehold,Residential Land,North,Semifurnished,5-10 Year Old Property,1100,,500,550000
2018-02-14 00:00:00,Mumbai,4 BHK Flat,CIDCO Celebrations CHS,D70852998,4,3,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2019-10-14 00:00:00,Mumbai,4 BHK Flat,Darshan CHS,O70192064,4,3,Leasehold,Residential Apartment,South-East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-05-03 00:00:00,Mumbai,4 BHK Flat,Kanakia Silicon Valley,B70200918,4,3,Leasehold,Residential Apartment,South-West,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-01-26 00:00:00,Mumbai,4 BHK Flat,Keshav Bhuvan Apartment,V70071732,4,3,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-08-01 00:00:00,Kolkata,4 BHK Flat,KPB AB AP,X71341216,4,3,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-11-29 00:00:00,Kolkata,4 BHK Flat,Neelkantha Apartment,K70753614,4,3,Leasehold,Residential Land,East,Furnished,1-5 Year Old Property,1100,,500,550000
2018-04-05 00:00:00,Kolkata,4 BHK Flat,OBY 16 AP,A71322324,4,3,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-07-27 00:00:00,Kolkata,4 BHK Flat,On Request,M69749288,4,3,Leasehold,Residential Land,South,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-04-18 00:00:00,Mumbai,4 BHK Flat,On Request,B70299554,4,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-02-12 00:00:00,Kolkata,4 BHK Flat,"On Request, New Booking",T71257262,4,3,Freehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-11-29 00:00:00,Mumbai,4 BHK Flat,Orchid Elegance,I65659088,4,3,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-05-24 00:00:00,Mumbai,4 BHK Flat,Sagar City Indian Ocean C and D,J65507076,4,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2018-02-13 00:00:00,Kolkata,4 BHK Flat,Shibaloy Apartment,L70987344,4,3,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,1100,,500,550000
2021-09-26 00:00:00,Gurgaon,4 BHK Flat,Smart World Orchard,M70848564,4,3,Freehold,Residential Apartment,North,Semifurnished,Under Construction,1100,14090,14090,15499000
2019-05-09 00:00:00,Hyderabad,4 BHK Flat,solaks,C70871594,4,3,Leasehold,Residential Apartment,North,Semifurnished,1-5 Year Old Property,1100,,500,550000
2018-03-22 00:00:00,Kolkata,4 BHK Flat,Tirupati Nibas,T70813050,4,3,Freehold,Residential Land,North,Semifurnished,5-10 Year Old Property,1100,,500,550000
2018-04-26 00:00:00,Mumbai,4 BHK Flat,"Trinity CHS Ltd,",H68281590,4,3,Co-operative Society,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-02-09 00:00:00,Mumbai,5 BHK Flat,5 Diamond,T40264579,5,3,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-04-12 00:00:00,Mumbai,5 BHK Flat,Aman Akansha Apartment,Q68923020,5,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-09-14 00:00:00,Mumbai,5 BHK Flat,Anmol Sankalp,Q70527570,5,3,Freehold,Residential Apartment,West,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-02-08 00:00:00,Mumbai,5 BHK Flat,Arena Apartment,V71007078,5,3,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-05-15 00:00:00,Mumbai,5 BHK Flat,Chand Ganga CHS,V52267230,5,3,Leasehold,Independent House/Villa,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-07-19 00:00:00,Kolkata,5 BHK Flat,Gaurav Garden,E71171038,5,3,Leasehold,Residential Land,North,Semifurnished,1-5 Year Old Property,1100,,500,550000
2018-06-04 00:00:00,Kolkata,5 BHK Flat,Golf Green Housing Complex,H71276718,5,3,Leasehold,Residential Land,South-West,Semifurnished,10+ Year Old Property,1100,,500,550000
2017-11-30 00:00:00,Mumbai,5 BHK Flat,JK Iris,O70440554,5,3,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-01-02 00:00:00,Mumbai,5 BHK Flat,Krishna Regency,R69015320,5,3,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2018-07-25 00:00:00,Kolkata,5 BHK Flat,New Life,V70587550,5,3,Leasehold,Residential Land,North-East,Unfurnished,5-10 Year Old Property,1100,,500,550000
2017-12-07 00:00:00,Kolkata,5 BHK Flat,On Request,T71094170,5,3,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,1100,,500,550000
2018-03-15 00:00:00,Kolkata,5 BHK Flat,On Request,A70480346,5,3,Freehold,Residential Land,North-East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-04-19 00:00:00,Kolkata,5 BHK Flat,On Request,D68259026,5,3,Leasehold,Residential Land,South-East,Unfurnished,5-10 Year Old Property,1100,,500,550000
2018-06-12 00:00:00,Mumbai,5 BHK Flat,Residential Complex,B70698126,5,3,Leasehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2017-04-27 00:00:00,Mumbai,5 BHK Flat,Swastik Society,A70325978,5,3,Freehold,Residential Apartment,West,Furnished,0-1 Year Old Property,1100,,500,550000
2019-07-31 00:00:00,Mumbai,5 BHK Flat,Yogi Hills,W68084334,5,3,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-08-03 00:00:00,Mumbai,3 BHK Flat,Arihant Aarohi,Z68741342,3,4,Freehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2022-01-27 00:00:00,Hyderabad,3 BHK Flat,Ayyappa Society,F70643672,3,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-08-04 00:00:00,Kolkata,3 BHK Flat,Gita Construction,L71005900,3,4,Freehold,Residential Land,South-East,Furnished,Under Construction,1100,,500,550000
2018-03-08 00:00:00,Mumbai,3 BHK Flat,Godrej Emerald,W70356552,3,4,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,1100,,500,550000
2017-05-09 00:00:00,Kolkata,3 BHK Flat,Hidco Appartment,E71430260,3,4,Leasehold,Residential Land,South-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-11-30 00:00:00,Mumbai,3 BHK Flat,lodha Aqua,B70296884,3,4,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,1100,,500,550000
2017-08-30 00:00:00,Kolkata,3 BHK Flat,Magnolia City,I70233566,3,4,Freehold,Residential Land,East,Semifurnished,5-10 Year Old Property,1100,,500,550000
2019-03-09 00:00:00,Mumbai,3 BHK Flat,Neminath Imperia,J68829728,3,4,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,1100,,500,550000
2022-06-22 00:00:00,Hyderabad,3 BHK Flat,new,U70231222,3,4,Leasehold,Residential Apartment,East,Semifurnished,1-5 Year Old Property,1100,,500,550000
2017-02-12 00:00:00,Kolkata,3 BHK Flat,New Life,I46228093,3,4,Leasehold,Residential Land,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-08-07 00:00:00,Kolkata,3 BHK Flat,New Life,P70931196,3,4,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,1100,,500,550000
2019-08-07 00:00:00,Mumbai,3 BHK Flat,Nisarg Hyde Park,Q69938390,3,4,Co-operative Society,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-07-10 00:00:00,Kolkata,3 BHK Flat,Orbit city,P70352088,3,4,Leasehold,Residential Land,East,Semifurnished,1-5 Year Old Property,1100,,500,550000
2021-02-21 00:00:00,Gurgaon,3 BHK Flat,Raheja Navodaya,P71477798,3,4,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,1100,4545,4545,4999500
2019-05-24 00:00:00,Mumbai,3 BHK Flat,Satnam Apartment,N66441302,3,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-10-05 00:00:00,Mumbai,3 BHK Flat,Sheth Vasant Oasis,E44960611,3,4,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-06-15 00:00:00,Mumbai,3 BHK Flat,Shree New Monalisa CHSL,F69119470,3,4,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-02-20 00:00:00,Mumbai,3 BHK Flat,Skyline Sapphire,G70205930,3,4,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-03-30 00:00:00,Mumbai,3 BHK Flat,Tridhaatu Aum,G70394028,3,4,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-08-09 00:00:00,Mumbai,3 BHK Flat,Vijay Vishal Flat,L70073480,3,4,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-07-20 00:00:00,Kolkata,3 BHK Flat,vinayak enclave,W70728116,3,4,Freehold,Residential Land,North,Unfurnished,10+ Year Old Property,1100,,500,550000
2017-03-16 00:00:00,Mumbai,4 BHK Flat,0n Request,P70512264,4,4,Freehold,Residential Apartment,West,Furnished,0-1 Year Old Property,1100,,500,550000
2022-06-29 00:00:00,Secunderabad,4 BHK Flat,A1 Suite,L69895958,4,4,Freehold,Independent/Builder Floor,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-04-09 00:00:00,Mumbai,4 BHK Flat,Bhakti Residency,U70322454,4,4,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-06-18 00:00:00,Mumbai,4 BHK Flat,Delta Tower,E70456826,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2018-04-16 00:00:00,Kolkata,4 BHK Flat,Golf Green Housing Complex,N70942364,4,4,Freehold,Residential Land,South-West,Unfurnished,10+ Year Old Property,1100,,500,550000
2017-07-31 00:00:00,Mumbai,4 BHK Flat,Hubtown Greenwood,L68889268,4,4,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-07-30 00:00:00,Mumbai,4 BHK Flat,Jeevan Jagriti,S67101712,4,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-03-12 00:00:00,Mumbai,4 BHK Flat,LIFE,J67096908,4,4,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-03-17 00:00:00,Mumbai,4 BHK Flat,Mayfair Hillcrest,C70394308,4,4,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2017-06-21 00:00:00,Kolkata,4 BHK Flat,Newtown AA 1D,R71285592,4,4,Freehold,Residential Land,South-East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2017-12-29 00:00:00,Kolkata,4 BHK Flat,on req,N71250236,4,4,Freehold,Residential Land,West,Unfurnished,1-5 Year Old Property,1100,,500,550000
2019-01-18 00:00:00,Mumbai,4 BHK Flat,Onyx Building,Z64254042,4,4,Leasehold,Residential Apartment,South-East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-07-16 00:00:00,Mumbai,4 BHK Flat,Piramal Vaikunth,Z70624670,4,4,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2018-08-07 00:00:00,Mumbai,4 BHK Flat,Sheth Vasant Oasis,P47529279,4,4,Freehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-06-28 00:00:00,Kolkata,4 BHK Flat,TULIP,V70427860,4,4,Freehold,Residential Land,South,Unfurnished,1-5 Year Old Property,1100,,500,550000
2019-06-07 00:00:00,Mumbai,5 BHK Flat,Aurum Q Residences,B70266552,5,4,Leasehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2019-03-01 00:00:00,Mumbai,5 BHK Flat,Godrej Woods,U70412858,5,4,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-07-09 00:00:00,Kolkata,5 BHK Flat,Jatin Das Metro Station,M68080088,5,4,Leasehold,Residential Land,South-East,Furnished,10+ Year Old Property,1100,,500,550000
2019-06-19 00:00:00,Mumbai,5 BHK Flat,Krishna Regency,E69015560,5,4,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-07-10 00:00:00,Mumbai,5 BHK Flat,Kritika Tower,U30219061,5,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-08-20 00:00:00,Mumbai,5 BHK Flat,Mahran Society,E70487274,5,4,Leasehold,Residential Apartment,West,Furnished,0-1 Year Old Property,1100,,500,550000
2019-02-12 00:00:00,Mumbai,5 BHK Flat,Nestaway-14144,M69981032,5,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-07-25 00:00:00,Mumbai,5 BHK Flat,Nestaway-8290,I69966120,5,4,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2021-01-18 00:00:00,Kolkata,5 BHK Flat,On Request,P71231170,5,4,Freehold,Residential Land,East,Furnished,1-5 Year Old Property,1100,,500,550000
2017-07-18 00:00:00,Mumbai,5 BHK Flat,On Request,K70415564,5,4,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2019-04-14 00:00:00,Hyderabad,5 BHK Flat,oxeyzen heights,Q70825946,5,4,Freehold,Residential Apartment,East,Unfurnished,Under Construction,1100,,500,550000
2019-04-30 00:00:00,Mumbai,5 BHK Flat,Platinum Life,H68802070,5,4,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-01-23 00:00:00,Kolkata,5 BHK Flat,Residential apartment,P70910028,5,4,Leasehold,Residential Land,South,Furnished,0-1 Year Old Property,1100,,500,550000
2017-12-18 00:00:00,Mumbai,5 BHK Flat,Runwal Forests,R70235586,5,4,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-08-25 00:00:00,Mumbai,5 BHK Flat,Sher E Punjab CHS,H70119878,5,4,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-04-11 00:00:00,Kolkata,5 BHK Flat,Siddha Galaxia,S67563146,5,4,Leasehold,Residential Land,South-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-12-24 00:00:00,Gurgaon,5 BHK Flat,Unitech The Residences,P71456480,5,4,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,1100,10909,10909,11999900
2018-03-27 00:00:00,Gurgaon,5 BHK Flat,Vatika Lifestyle Homes,Z71619728,5,4,Freehold,Residential Apartment,North-East,Semifurnished,1-5 Year Old Property,1100,9545,9545,10499500
2019-05-23 00:00:00,Mumbai,3 BHK Flat,Aurum Q Residences,P70266722,3,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-04-26 00:00:00,Mumbai,3 BHK Flat,Everest chamber,V70176164,3,5,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-05-24 00:00:00,Mumbai,3 BHK Flat,Hiranandani Meadows,D69938230,3,5,Freehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-01-25 00:00:00,Kolkata,3 BHK Flat,"Jayanti Apartment, Sodepur",Z70383170,3,5,Freehold,Residential Land,South-East,Unfurnished,Under Construction,1100,,500,550000
2017-07-27 00:00:00,Mumbai,3 BHK Flat,Larkins Pride Palms,C70980756,3,5,Freehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-07-10 00:00:00,Mumbai,3 BHK Flat,Lodha Allura,I47782121,3,5,Leasehold,Residential Apartment,North,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-08-21 00:00:00,Kolkata,3 BHK Flat,lovely,G70167410,3,5,Co-operative Society,Residential Land,South,Unfurnished,10+ Year Old Property,1100,,500,550000
2017-10-23 00:00:00,Kolkata,3 BHK Flat,Magnolia City,W57203970,3,5,Freehold,Residential Land,South-East,Unfurnished,5-10 Year Old Property,1100,,500,550000
2018-05-22 00:00:00,Mumbai,3 BHK Flat,Neelkanth Heights,A69924794,3,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-06-22 00:00:00,Kolkata,3 BHK Flat,On Request,I70545836,3,5,Leasehold,Residential Land,South,Furnished,1-5 Year Old Property,1100,,500,550000
2017-06-12 00:00:00,Kolkata,3 BHK Flat,"Parichiti Apartment, New Booking",L71292030,3,5,Freehold,Residential Land,South-West,Unfurnished,1-5 Year Old Property,1100,,500,550000
2019-06-20 00:00:00,Mumbai,3 BHK Flat,Piramal Vaikunth,Y68390292,3,5,Freehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2019-05-17 00:00:00,Mumbai,3 BHK Flat,Sagar Avenue II,B69119402,3,5,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-06-19 00:00:00,Mumbai,3 BHK Flat,Sainath Madhuban,T70271748,3,5,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-05-09 00:00:00,Kolkata,3 BHK Flat,standalone,C70091132,3,5,Freehold,Residential Land,South-East,Furnished,1-5 Year Old Property,1100,,500,550000
2018-04-02 00:00:00,Mumbai,3 BHK Flat,sundarban chs,A66115684,3,5,Co-operative Society,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2018-08-20 00:00:00,Mumbai,3 BHK Flat,Vijay Annex,I70908164,3,5,Freehold,Residential Apartment,East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-08-06 00:00:00,Mumbai,4 BHK Flat,Ambika Apartment,L70119810,4,5,Co-operative Society,Residential Apartment,North-West,Furnished,0-1 Year Old Property,1100,,500,550000
2019-03-15 00:00:00,Mumbai,4 BHK Flat,Ambrosia Apartments,E70071168,4,5,Leasehold,Residential Apartment,North-East,Furnished,0-1 Year Old Property,1100,,500,550000
2019-08-20 00:00:00,Mumbai,4 BHK Flat,Blumen,E70174628,4,5,Leasehold,Residential Apartment,East,Furnished,0-1 Year Old Property,1100,,500,550000
2017-08-08 00:00:00,Kolkata,4 BHK Flat,Bungalow Bari,F69621002,4,5,Freehold,Residential Land,South-East,Unfurnished,Under Construction,1100,,500,550000
2019-05-14 00:00:00,Mumbai,4 BHK Flat,Estelle Bellagio,I70173262,4,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2018-07-12 00:00:00,Mumbai,4 BHK Flat,Image 10 Apartment,X70681320,4,5,Co-operative Society,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2019-06-11 00:00:00,Mumbai,4 BHK Flat,Kendriya Vihar,R69902720,4,5,Freehold,Residential Apartment,North-East,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-03-22 00:00:00,Mumbai,4 BHK Flat,Lodha Aurum Grande,U70786370,4,5,Leasehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2022-08-20 00:00:00,Hyderabad,4 BHK Flat,new,T70431472,4,5,Leasehold,Residential Apartment,West,Semifurnished,0-1 Year Old Property,1100,,500,550000
2018-02-13 00:00:00,Kolkata,4 BHK Flat,New Life,Q70569220,4,5,Leasehold,Residential Land,North-East,Furnished,5-10 Year Old Property,1100,,500,550000
2021-04-22 00:00:00,Gurgaon,4 BHK Flat,Raheja Navodaya,J71479256,4,5,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,1100,5000,5000,5500000
2021-06-20 00:00:00,Gurgaon,4 BHK Flat,Raheja Navodaya,R71478150,4,5,Freehold,Residential Apartment,North,Semifurnished,5-10 Year Old Property,1100,4090,4090,4499000
2019-05-29 00:00:00,Mumbai,4 BHK Flat,Sagar City Complex,A62769066,4,5,Leasehold,Residential Apartment,South-West,Furnished,0-1 Year Old Property,1100,,500,550000
2017-11-22 00:00:00,Kolkata,4 BHK Flat,Standalone Building,A68312558,4,5,Freehold,Residential Land,North-West,Unfurnished,1-5 Year Old Property,1100,,500,550000
2019-04-27 00:00:00,Mumbai,4 BHK Flat,sundarvan crystal society,Q51235444,4,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-10-30 00:00:00,Mumbai,4 BHK Flat,Thapar Suburbia,T70395140,4,5,Freehold,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2018-05-14 00:00:00,Mumbai,4 BHK Flat,"vipul Mahavir Sapphire ,",S70992774,4,5,Leasehold,Residential Apartment,North,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-06-05 00:00:00,Kolkata,4 BHK Flat,Virat Enclave,H69568842,4,5,Freehold,Residential Land,North,Furnished,1-5 Year Old Property,1100,,500,550000
2018-06-15 00:00:00,Mumbai,5 BHK Flat,Ahuja Gautam Complex,O70709640,5,5,Leasehold,Residential Apartment,North,Furnished,0-1 Year Old Property,1100,,500,550000
2017-06-13 00:00:00,Kolkata,5 BHK Flat,Alaktika Housing Complex,B56554584,5,5,Leasehold,Residential Land,South,Furnished,1-5 Year Old Property,1100,,500,550000
2018-08-10 00:00:00,Kolkata,5 BHK Flat,Dimond Navya,C70944328,5,5,Freehold,Residential Land,South-East,Unfurnished,Under Construction,1100,,500,550000
2018-06-26 00:00:00,Kolkata,5 BHK Flat,Ideal Abasan,S66177482,5,5,Freehold,Residential Land,South,Unfurnished,5-10 Year Old Property,1100,,500,550000
2017-09-11 00:00:00,Kolkata,5 BHK Flat,KPR AB AP,M71322644,5,5,Freehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,1100,,500,550000
2017-07-07 00:00:00,Mumbai,5 BHK Flat,Lodha Regalia,M69973120,5,5,Co-operative Society,Residential Apartment,East,Unfurnished,0-1 Year Old Property,1100,,500,550000
2017-07-27 00:00:00,Kolkata,5 BHK Flat,New Life,T68528368,5,5,Freehold,Residential Land,North,Semifurnished,5-10 Year Old Property,1100,,500,550000
2017-11-06 00:00:00,Kolkata,5 BHK Flat,On Request,W71094230,5,5,Leasehold,Residential Land,South-East,Unfurnished,1-5 Year Old Property,1100,,500,550000
2018-03-12 00:00:00,Kolkata,5 BHK Flat,On Request,K67161316,5,5,Freehold,Residential Land,South,Semifurnished,1-5 Year Old Property,1100,,500,550000
